WORD	知道	zhī dào	zh / ch / sh — retroflex, tongue curled back
WORD	中国	zhōng guó	zh / ch / sh — retroflex, tongue curled back
WORD	重要	zhòng yào	zh / ch / sh — retroflex, tongue curled back
WORD	真的	zhēn de	zh / ch / sh — retroflex, tongue curled back
WORD	长城	cháng chéng	zh / ch / sh — retroflex, tongue curled back
WORD	吃饭	chī fàn	zh / ch / sh — retroflex, tongue curled back
WORD	出去	chū qù	zh / ch / sh — retroflex, tongue curled back
WORD	车站	chē zhàn	zh / ch / sh — retroflex, tongue curled back
WORD	唱歌	chàng gē	zh / ch / sh — retroflex, tongue curled back
WORD	商店	shāng diàn	zh / ch / sh — retroflex, tongue curled back
WORD	上课	shàng kè	zh / ch / sh — retroflex, tongue curled back
WORD	生日	shēng rì	zh / ch / sh — retroflex, tongue curled back
WORD	什么	shén me	zh / ch / sh — retroflex, tongue curled back
WORD	时间	shí jiān	zh / ch / sh — retroflex, tongue curled back
WORD	手机	shǒu jī	zh / ch / sh — retroflex, tongue curled back
WORD	书店	shū diàn	zh / ch / sh — retroflex, tongue curled back
WORD	早上	zǎo shàng	z / c / s — flat, tongue behind the teeth
WORD	杂志	zá zhì	z / c / s — flat, tongue behind the teeth
WORD	自己	zì jǐ	z / c / s — flat, tongue behind the teeth
WORD	在家	zài jiā	z / c / s — flat, tongue behind the teeth
WORD	从来	cóng lái	z / c / s — flat, tongue behind the teeth
WORD	参加	cān jiā	z / c / s — flat, tongue behind the teeth
WORD	菜单	cài dān	z / c / s — flat, tongue behind the teeth
WORD	词典	cí diǎn	z / c / s — flat, tongue behind the teeth
WORD	三十	sān shí	z / c / s — flat, tongue behind the teeth
WORD	四十	sì shí	z / c / s — flat, tongue behind the teeth
WORD	岁数	suì shù	z / c / s — flat, tongue behind the teeth
WORD	送给	sòng gěi	z / c / s — flat, tongue behind the teeth
WORD	散步	sàn bù	z / c / s — flat, tongue behind the teeth
WORD	见面	jiàn miàn	j / q / x — tongue flat, lips spread
WORD	今天	jīn tiān	j / q / x — tongue flat, lips spread
WORD	机场	jī chǎng	j / q / x — tongue flat, lips spread
WORD	简单	jiǎn dān	j / q / x — tongue flat, lips spread
WORD	介绍	jiè shào	j / q / x — tongue flat, lips spread
WORD	请问	qǐng wèn	j / q / x — tongue flat, lips spread
WORD	起来	qǐ lái	j / q / x — tongue flat, lips spread
WORD	钱包	qián bāo	j / q / x — tongue flat, lips spread
WORD	青菜	qīng cài	j / q / x — tongue flat, lips spread
WORD	汽车	qì chē	j / q / x — tongue flat, lips spread
WORD	谢谢	xiè xiè	j / q / x — tongue flat, lips spread
WORD	学习	xué xí	j / q / x — tongue flat, lips spread
WORD	西瓜	xī guā	j / q / x — tongue flat, lips spread
WORD	希望	xī wàng	j / q / x — tongue flat, lips spread
WORD	现在	xiàn zài	j / q / x — tongue flat, lips spread
WORD	小时	xiǎo shí	j / q / x — tongue flat, lips spread
WORD	女儿	nǚ ér	ü — rounded lips, tongue forward
WORD	绿色	lǜ sè	ü — rounded lips, tongue forward
WORD	旅行	lǚ xíng	ü — rounded lips, tongue forward
WORD	去年	qù nián	ü — rounded lips, tongue forward
WORD	需要	xū yào	ü — rounded lips, tongue forward
WORD	学生	xué shēng	ü — rounded lips, tongue forward
WORD	月亮	yuè liàng	ü — rounded lips, tongue forward
WORD	运动	yùn dòng	ü — rounded lips, tongue forward
WORD	语言	yǔ yán	ü — rounded lips, tongue forward
WORD	认识	rèn shí	r — retroflex, not a rolled r
WORD	日本	rì běn	r — retroflex, not a rolled r
WORD	然后	rán hòu	r — retroflex, not a rolled r
WORD	容易	róng yì	r — retroflex, not a rolled r
WORD	热情	rè qíng	r — retroflex, not a rolled r
WORD	人们	rén men	r — retroflex, not a rolled r
WORD	如果	rú guǒ	r — retroflex, not a rolled r
WORD	很难	hěn nán	n / ng — where the tongue ends
WORD	面包	miàn bāo	n / ng — where the tongue ends
WORD	安静	ān jìng	n / ng — where the tongue ends
WORD	因为	yīn wèi	n / ng — where the tongue ends
WORD	英语	yīng yǔ	n / ng — where the tongue ends
WORD	朋友	péng yǒu	n / ng — where the tongue ends
WORD	房间	fáng jiān	n / ng — where the tongue ends
WORD	东西	dōng xī	n / ng — where the tongue ends
WORD	工作	gōng zuò	n / ng — where the tongue ends
WORD	红色	hóng sè	n / ng — where the tongue ends
WORD	空气	kōng qì	n / ng — where the tongue ends
WORD	妈妈	mā mā	tone pairs that change meaning
WORD	麻烦	má fán	tone pairs that change meaning
WORD	马上	mǎ shàng	tone pairs that change meaning
WORD	骂人	mà rén	tone pairs that change meaning
WORD	买卖	mǎi mài	tone pairs that change meaning
WORD	报纸	bào zhǐ	tone pairs that change meaning
WORD	包子	bāo zi	tone pairs that change meaning
WORD	水果	shuǐ guǒ	tone pairs that change meaning
WORD	睡觉	shuì jiào	tone pairs that change meaning
WORD	说话	shuō huà	tone pairs that change meaning
WORD	数学	shù xué	tone pairs that change meaning
WORD	你好	nǐ hǎo	everyday words
WORD	再见	zài jiàn	everyday words
WORD	对不起	duì bù qǐ	everyday words
WORD	没关系	méi guān xì	everyday words
WORD	老师	lǎo shī	everyday words
WORD	同学	tóng xué	everyday words
WORD	家人	jiā rén	everyday words
WORD	医生	yī shēng	everyday words
WORD	护士	hù shì	everyday words
WORD	工人	gōng rén	everyday words
WORD	农民	nóng mín	everyday words
WORD	孩子	hái zi	everyday words
WORD	爸爸	bà bà	everyday words
WORD	哥哥	gē gē	everyday words
WORD	姐姐	jiě jiě	everyday words
WORD	弟弟	dì di	everyday words
WORD	妹妹	mèi mèi	everyday words
WORD	爷爷	yé yé	everyday words
WORD	奶奶	nǎi nǎi	everyday words
SENTENCE	请复习数学。	qǐng fù xí shù xué	连读 · 学习
SENTENCE	他们练习生词。	tā men liàn xí shēng cí	连读 · 学习
SENTENCE	朋友很喜欢名片。	péng yǒu hěn xǐ huān míng piàn	连读 · 工作
SENTENCE	我每天找火车。	wǒ měi tiān zhǎo huǒ chē	连读 · 旅行
SENTENCE	他每天看汉字。	tā měi tiān kàn hàn zì	连读 · 学习
SENTENCE	请准备会议。	qǐng zhǔn bèi huì yì	连读 · 工作
SENTENCE	你记得数学。	nǐ jì de shù xué	连读 · 学习
SENTENCE	我们想找办公室吗？	wǒ men xiǎng zhǎo bàn gōng shì ma	连读 · 工作
SENTENCE	他们每天学习生词。	tā men měi tiān xué xí shēng cí	连读 · 学习
SENTENCE	他们常常复习课本。	tā men cháng cháng fù xí kè běn	连读 · 学习
SENTENCE	你常常准备计划。	nǐ cháng cháng zhǔn bèi jì huà	连读 · 工作
SENTENCE	他已经学习语法了。	tā yǐ jīng xué xí yǔ fǎ le	连读 · 学习
SENTENCE	他们每天喜欢长城。	tā men měi tiān xǐ huān cháng chéng	连读 · 旅行
SENTENCE	他很喜欢饺子。	tā hěn xǐ huān jiǎo zi	连读 · 食物
SENTENCE	我们很喜欢咖啡。	wǒ men hěn xǐ huān kā fēi	连读 · 饮料
SENTENCE	他们每天记得生词。	tā men měi tiān jì de shēng cí	连读 · 学习
SENTENCE	他们常常喝果汁。	tā men cháng cháng hē guǒ zhī	连读 · 饮料
SENTENCE	学生已经读发音了。	xué shēng yǐ jīng dú fā yīn le	连读 · 学习
SENTENCE	朋友明天看计划。	péng yǒu míng tiān kàn jì huà	连读 · 工作
SENTENCE	爸爸很喜欢汉字。	bà bà hěn xǐ huān hàn zì	连读 · 学习
SENTENCE	妈妈不吃面条。	mā mā bù chī miàn tiáo	连读 · 食物
SENTENCE	我明天找名片。	wǒ míng tiān zhǎo míng piàn	连读 · 工作
SENTENCE	请找公司。	qǐng zhǎo gōng sī	连读 · 工作
SENTENCE	妈妈很喜欢中文。	mā mā hěn xǐ huān zhōng wén	连读 · 学习
SENTENCE	我们每天喜欢车站。	wǒ men měi tiān xǐ huān chē zhàn	连读 · 旅行
SENTENCE	他们明天学习数学。	tā men míng tiān xué xí shù xué	连读 · 学习
SENTENCE	请看电脑。	qǐng kàn diàn nǎo	连读 · 工作
SENTENCE	妈妈找同事。	mā mā zhǎo tóng shì	连读 · 工作
SENTENCE	妈妈不想读英语。	mā mā bù xiǎng dú yīng yǔ	连读 · 学习
SENTENCE	爸爸不做中国菜。	bà bà bù zuò zhōng guó cài	连读 · 食物
SENTENCE	我们很喜欢英语。	wǒ men hěn xǐ huān yīng yǔ	连读 · 学习
SENTENCE	我们很喜欢行李。	wǒ men hěn xǐ huān xíng lǐ	连读 · 旅行
SENTENCE	爸爸不看办公室。	bà bà bù kàn bàn gōng shì	连读 · 工作
SENTENCE	爸爸每天喜欢包子。	bà bà měi tiān xǐ huān bāo zi	连读 · 食物
SENTENCE	她很喜欢公司。	tā hěn xǐ huān gōng sī	连读 · 工作
SENTENCE	朋友很喜欢生词。	péng yǒu hěn xǐ huān shēng cí	连读 · 学习
SENTENCE	你每天买中国菜。	nǐ měi tiān mǎi zhōng guó cài	连读 · 食物
SENTENCE	学生不想看公司。	xué shēng bù xiǎng kàn gōng sī	连读 · 工作
SENTENCE	她每天喜欢面条。	tā měi tiān xǐ huān miàn tiáo	连读 · 食物
SENTENCE	她很喜欢鸡蛋。	tā hěn xǐ huān jī dàn	连读 · 食物
SENTENCE	他练习语法。	tā liàn xí yǔ fǎ	连读 · 学习
SENTENCE	他们想练习中文吗？	tā men xiǎng liàn xí zhōng wén ma	连读 · 学习
SENTENCE	请学习中文。	qǐng xué xí zhōng wén	连读 · 学习
SENTENCE	我们喜欢火车。	wǒ men xǐ huān huǒ chē	连读 · 旅行
SENTENCE	朋友不喜欢飞机。	péng yǒu bù xǐ huān fēi jī	连读 · 旅行
SENTENCE	我们不想做中国菜。	wǒ men bù xiǎng zuò zhōng guó cài	连读 · 食物
SENTENCE	妈妈每天找公司。	mā mā měi tiān zhǎo gōng sī	连读 · 工作
SENTENCE	她每天记得发音。	tā měi tiān jì de fā yīn	连读 · 学习
SENTENCE	朋友很喜欢车站。	péng yǒu hěn xǐ huān chē zhàn	连读 · 旅行
SENTENCE	我想准备电脑吗？	wǒ xiǎng zhǔn bèi diàn nǎo ma	连读 · 工作
SENTENCE	请看长城。	qǐng kàn cháng chéng	连读 · 旅行
SENTENCE	我每天记得电脑。	wǒ měi tiān jì de diàn nǎo	连读 · 工作
SENTENCE	他们想读生词吗？	tā men xiǎng dú shēng cí ma	连读 · 学习
SENTENCE	老师想喝咖啡吗？	lǎo shī xiǎng hē kā fēi ma	连读 · 饮料
SENTENCE	妈妈想买米饭吗？	mā mā xiǎng mǎi mǐ fàn ma	连读 · 食物
SENTENCE	学生明天看数学。	xué shēng míng tiān kàn shù xué	连读 · 学习
SENTENCE	我们已经学习作业了。	wǒ men yǐ jīng xué xí zuò yè le	连读 · 学习
SENTENCE	爸爸做包子。	bà bà zuò bāo zi	连读 · 食物
SENTENCE	学生记得英语。	xué shēng jì de yīng yǔ	连读 · 学习
SENTENCE	学生常常学习生词。	xué shēng cháng cháng xué xí shēng cí	连读 · 学习
