1	Food · level 1	He prepares warm soup because it is easier. I eat warm soup every week. Do I share the sweet dessert?||Do my parents eat three yellow lemons? Please buy three yellow lemons slowly. My father eats the sweet dessert because it is easier.||Please cook the whole chicken slowly. We rarely buy a healthy salad. He will cook a healthy salad tomorrow.
1	Daily · level 1	Do my parents need a quiet evening? My mother needs a healthy breakfast because it is easier. He needs a short walk on Thursday.||My parents need these warm clothes because it is easier. She needs a short walk in the morning. My sister will want a quiet evening tomorrow.||I will want the shopping list tomorrow. Do we want the shopping list? He never needs a healthy breakfast.
1	Travel · level 1	He will remember a window seat tomorrow. My sister plans the return ticket because it is easier. We plan a cheaper flight on Thursday.||My friends always miss a window seat together. Please miss another hotel slowly. He misses the return ticket.||I always miss a cheaper flight together. Please cancel the long road trip slowly. He plans the long road trip.
1	Food · level 1	Do my parents eat the whole chicken? Please buy three yellow lemons slowly. She prepares a healthy salad because it is easier.||He prepares warm soup because it is easier. They will buy a healthy salad tomorrow. We buy warm soup on Thursday.||Do I share the whole chicken? I buy the sweet dessert in the morning. He never buys three yellow lemons.
1	Travel · level 1	My sister cancels another hotel because it is easier. Please miss another hotel slowly. My mother plans a window seat every week.||Please book the whole journey slowly. They book a cheaper flight in the morning. She will miss a cheaper flight tomorrow.||My father cancels a window seat in the morning. We cancel the return ticket because it is easier. He misses the return ticket.
1	Travel · level 1	My sister books a window seat in the morning. The students book the long road trip because it is easier. My mother books a window seat every week.||Do I miss another hotel? I will book the long road trip tomorrow. My sister cancels another hotel because it is easier.||He misses the return ticket. My sister chooses a cheaper flight in the morning. Please choose the return ticket slowly.
1	Travel · level 1	My mother plans a window seat every week. Do we plan the whole journey? Please book a cheaper flight slowly.||Please miss our summer holiday slowly. We miss our summer holiday because it is easier. They will choose a window seat tomorrow.||My parents plan a cheaper flight because it is easier. He plans the whole journey. Do my parents book the long road trip?
1	Travel · level 1	We miss a window seat on Thursday. My sister books a window seat in the morning. Please miss the return ticket slowly.||We book the long road trip in the morning. He misses the return ticket. My friends will choose a cheaper flight tomorrow.||Do my parents book a cheaper flight? We miss the earlier train because it is easier. He plans the whole journey.
1	Food · level 1	He never buys three yellow lemons. My brother eats three yellow lemons because it is easier. Please eat these ripe cherries slowly.||Do my friends buy the whole chicken? My mother eats the whole chicken because it is easier. Please eat a healthy salad slowly.||I buy the sweet dessert in the morning. We eat the sweet dessert. They will buy warm soup tomorrow.
1	Food · level 1	Please buy three yellow lemons slowly. Do we cook the whole chicken? My father buys three yellow lemons because it is easier.||Do I share the whole chicken? We cook warm soup in the morning. My sister never buys warm soup.||We rarely buy a healthy salad. She buys these ripe cherries because it is easier. He will cook the sweet dessert tomorrow.
1	Travel · level 1	My sister cancels another hotel because it is easier. Please book the whole journey slowly. They book a window seat on Thursday.||Do my parents miss a window seat? I miss the long road trip because it is easier. My sister will plan a cheaper flight tomorrow.||We book the long road trip in the morning. Do I plan the earlier train? I never miss a cheaper flight.
1	Daily · level 1	Please finish the shopping list slowly. I will want the shopping list tomorrow. I want a quiet evening on Thursday.||Do my friends finish a short walk? He will need a short walk tomorrow. He wants the morning news because it is easier.||Do my parents need a quiet evening? We finish three thin slices of bread because it is easier. He never needs a healthy breakfast.
1	Food · level 1	Do my parents buy three yellow lemons? Please share a healthy salad slowly. They will buy a healthy salad tomorrow.||Please eat these ripe cherries slowly. They buy the sweet dessert. Do I share the whole chicken?||I always buy warm soup together. He never buys three yellow lemons. My friends buy warm soup in the morning.
1	Food · level 1	The students buy a healthy salad because it is easier. They eat the whole chicken. Please share the whole chicken slowly.||We eat the sweet dessert. I eat these ripe cherries because it is easier. I always buy warm soup together.||We rarely buy a healthy salad. Please order warm soup slowly. Do my parents buy three yellow lemons?
1	Food · level 1	Please order warm soup slowly. My sister cooks warm soup because it is easier. He eats three yellow lemons on Thursday.||Do I prepare a healthy salad? She buys these ripe cherries because it is easier. They will buy a healthy salad tomorrow.||He will cook the sweet dessert tomorrow. Please eat a large breakfast slowly. Do my parents buy the sweet dessert?
1	Daily · level 1	She finishes the shopping list because it is easier. Do my friends need the morning news? She needs a short walk in the morning.||Please finish a quiet evening slowly. I want a quiet evening on Thursday. My sister finishes a healthy breakfast because it is easier.||Do we need three thin slices of bread? He needs the shopping list on Thursday. He will need a short walk tomorrow.
1	Travel · level 1	I will book the long road trip tomorrow. He misses the return ticket. Please miss the return ticket slowly.||My parents plan the long road trip because it is easier. My mother plans a window seat every week. My father cancels a window seat.||Please book a cheaper flight slowly. I never miss a cheaper flight. My sister cancels another hotel because it is easier.
1	Travel · level 1	Please miss our summer holiday slowly. My sister plans the return ticket because it is easier. My parents miss a window seat in the morning.||My sister cancels another hotel because it is easier. Please book the long road trip slowly. I will plan a window seat tomorrow.||We plan a cheaper flight on Thursday. They book a cheaper flight in the morning. Do we plan the return ticket?
1	Travel · level 1	We rarely plan a window seat. My parents book a window seat because it is easier. Please choose the whole journey slowly.||Do we plan the return ticket? Please plan a cheaper flight slowly. We miss the earlier train because it is easier.||Do my parents book the long road trip? We book the long road trip in the morning. He books a cheaper flight on Thursday.
1	Travel · level 1	My father cancels a window seat in the morning. He plans the long road trip. We miss the earlier train because it is easier.||We rarely plan a window seat. Please plan the return ticket slowly. My sister plans the return ticket because it is easier.||My parents will book a cheaper flight tomorrow. Please cancel a cheaper flight slowly. Do my parents book the long road trip?
1	Food · level 1	Do my parents eat the whole chicken? They share warm soup because it is easier. I cook a healthy salad on Thursday.||I eat these ripe cherries because it is easier. He will cook the sweet dessert tomorrow. He never eats three yellow lemons.||He will cook a healthy salad tomorrow. He never buys three yellow lemons. Please buy the whole chicken slowly.
1	Food · level 1	I share the whole chicken because it is easier. My sister never buys warm soup. Please share a healthy salad slowly.||My friends order the whole chicken because it is easier. Please eat a healthy salad slowly. He never buys three yellow lemons.||Do my parents eat three yellow lemons? They will buy warm soup tomorrow. They buy the sweet dessert.
1	Food · level 1	The students buy a healthy salad because it is easier. We buy warm soup on Thursday. Please buy three yellow lemons slowly.||Do we buy these ripe cherries? Please order the whole chicken slowly. My mother eats the whole chicken because it is easier.||He will cook the sweet dessert tomorrow. We eat the sweet dessert. Do I share a healthy salad?
1	Food · level 1	Please buy three yellow lemons slowly. My sister cooks warm soup because it is easier. He never eats three yellow lemons.||My friends cook these ripe cherries because it is easier. My friends buy warm soup in the morning. Do I share a healthy salad?||Do my friends buy the whole chicken? Please buy a large breakfast slowly. I cook a healthy salad on Thursday.
1	Food · level 1	Do I share the sweet dessert? She buys these ripe cherries because it is easier. Please eat a large breakfast slowly.||I share the whole chicken because it is easier. Do my parents buy three yellow lemons? He never eats three yellow lemons.||Please cook the whole chicken slowly. They buy the sweet dessert. We rarely buy a healthy salad.
1	Travel · level 1	Do we plan the return ticket? They book a window seat on Thursday. He plans the whole journey.||We never choose a window seat. My parents plan a cheaper flight because it is easier. Please miss the long road trip slowly.||Please choose a cheaper flight slowly. Do I miss another hotel? We miss our summer holiday because it is easier.
1	Travel · level 1	My parents miss a window seat in the morning. The students book the long road trip because it is easier. Please book a cheaper flight slowly.||Please cancel a cheaper flight slowly. We miss the earlier train because it is easier. He books the whole journey.||Do I plan the earlier train? He plans the whole journey. My friends always miss a window seat together.
1	Daily · level 1	My parents need these warm clothes because it is easier. Do we want a quiet evening? Please finish a quiet evening slowly.||Please finish the shopping list slowly. He never needs a healthy breakfast. Do we need three thin slices of bread?||My parents want the shopping list because it is easier. He needs a short walk on Thursday. They want a short walk in the morning.
1	Travel · level 1	I miss the long road trip because it is easier. Please book the long road trip slowly. He misses the return ticket.||Do we plan the return ticket? We miss the earlier train because it is easier. My parents will book a cheaper flight tomorrow.||Please miss the earlier train slowly. My parents miss a window seat in the morning. My friends will choose a cheaper flight tomorrow.
1	Food · level 1	Please order the whole chicken slowly. Do I share the sweet dessert? He eats three yellow lemons on Thursday.||My sister cooks warm soup because it is easier. Please eat a large breakfast slowly. My sister never buys warm soup.||He will cook a healthy salad tomorrow. Do I eat a large breakfast? I buy the sweet dessert in the morning.
1	Travel · level 1	I will plan a window seat tomorrow. Please miss our summer holiday slowly. I miss the long road trip because it is easier.||We book the long road trip in the morning. We never choose a window seat. My sister will plan a cheaper flight tomorrow.||I always miss a cheaper flight together. Please choose the return ticket slowly. He misses the return ticket.
1	Food · level 1	Do we buy these ripe cherries? He never cooks the whole chicken. Please eat these ripe cherries slowly.||Do my friends buy the whole chicken? My sister never buys warm soup. Please share a healthy salad slowly.||He will cook a healthy salad tomorrow. They cook the sweet dessert because it is easier. I always buy warm soup together.
2	Daily · level 2	Do my friends finish a healthy breakfast? They need the usual routine because it is easier. My parents will need the shopping list tomorrow.||She needs a quiet evening on Thursday. My father rarely needs a short walk. I want three thin slices of bread every week.||My mother remembers a short walk because it is easier. I never want a quiet evening. Do my friends finish the morning news?
2	Daily · level 2	My friends rarely want a short walk. We always need a healthy breakfast together. My brother will want a short walk tomorrow.||Do I remember a quiet evening? Please finish three thin slices of bread slowly. I want three thin slices of bread every week.||My father needs another cup of coffee because it is easier. She needs a quiet evening on Thursday. Do my friends finish a healthy breakfast?
2	Daily · level 2	Do my friends remember a short walk? Please finish three thin slices of bread slowly. My father needs another cup of coffee because it is easier.||I never want a quiet evening. The students want another cup of coffee because it is easier. Do we finish these warm clothes?||My parents want a healthy breakfast in the morning. She needs a quiet evening on Thursday. My parents will need the shopping list tomorrow.
2	Food · level 2	We prepare these ripe cherries because it is easier. My sister cooks the sweet dessert every week. Do the students cook three yellow lemons?||I order a large breakfast because it is easier. I always buy a healthy salad together. My sister shares the sweet dessert.||She shares the whole chicken. Do the children buy warm soup? We always cook warm soup together.
2	Travel · level 2	They remember a window seat. The students will cancel a cheaper flight tomorrow. Do we cancel our summer holiday?||They plan a cheaper flight every week. He books another hotel. My friends will plan the whole journey tomorrow.||Do my parents miss the earlier train? Please cancel another hotel slowly. My sister enjoys a window seat in the morning.
2	Food · level 2	My parents cook warm soup every week. They buy a healthy salad on Thursday. We cook another chocolate because it is easier.||She shares the whole chicken. My mother buys a healthy salad in the morning. He will buy a large breakfast tomorrow.||He shares another chocolate because it is easier. She eats three yellow lemons every week. The teacher buys warm soup.
2	Work · level 2	Please prepare a clear decision slowly. I always discuss the office move together. They will cancel a clear decision tomorrow.||My friends cancel the shared folder because it is easier. I never cancel the weekly meeting. My sister will prepare the office move tomorrow.||She shares the shared folder because it is easier. Do I schedule the weekly meeting? Please finish the whole project slowly.
2	Travel · level 2	He rarely books the long road trip. I plan the return ticket in the morning. Please choose another hotel slowly.||We always miss the long road trip together. Please miss another route slowly. They never book a cheaper flight.||They cancel the earlier train because it is easier. The teacher never books a window seat. I will cancel the whole journey tomorrow.
2	Work · level 2	My friends will cancel the office move tomorrow. My parents schedule a clear decision because it is easier. Do my friends discuss the weekly meeting?||My friends cancel the office move. My friends cancel the shared folder because it is easier. Please finish the shared folder slowly.||I share a short break in the morning. Do my friends discuss the whole project? Please prepare a clear decision slowly.
2	Food · level 2	He eats these ripe cherries every week. We prepare these ripe cherries because it is easier. My sister never eats the sweet dessert.||Do my friends cook a large breakfast? The students will buy the sweet dessert tomorrow. My sister rarely cooks a healthy salad.||The teacher buys a large breakfast because it is easier. My friends rarely cook the whole chicken. The teacher buys warm soup.
2	Food · level 2	The children cook a healthy salad because it is easier. My mother buys a healthy salad in the morning. He will buy a large breakfast tomorrow.||Please buy another chocolate slowly. We always cook warm soup together. We cook another chocolate because it is easier.||My parents eat the sweet dessert on Thursday. Do the students cook three yellow lemons? My friends rarely cook warm soup.
2	Daily · level 2	Do my friends want three thin slices of bread? The students need a quiet evening in the morning. My mother will need a healthy breakfast tomorrow.||We will finish the morning news tomorrow. She needs a healthy breakfast on Thursday. The students want another cup of coffee because it is easier.||Do we finish these warm clothes? My sister never needs these warm clothes. She needs the morning news every week.
2	Daily · level 2	I need three thin slices of bread in the morning. My father needs another cup of coffee because it is easier. We will finish the morning news tomorrow.||My friends need three thin slices of bread. Do we want another cup of coffee? I enjoy a quiet evening because it is easier.||I never want a quiet evening. She needs a healthy breakfast on Thursday. We always need a healthy breakfast together.
2	Travel · level 2	Do the students cancel the long road trip? Please cancel the earlier train slowly. My brother chooses a cheaper flight because it is easier.||Do they book the earlier train? We cancel another route because it is easier. My mother will miss the long road trip tomorrow.||Please cancel our summer holiday slowly. He books another hotel. My friends will miss the return ticket tomorrow.
2	Travel · level 2	Please choose another hotel slowly. The students miss the long road trip. My parents miss the long road trip every week.||My parents always book a window seat together. Please miss another route slowly. We plan the whole journey in the morning.||Do we cancel our summer holiday? He chooses the whole journey. I plan the return ticket in the morning.
2	Food · level 2	We cook the sweet dessert on Thursday. Do I buy another chocolate? My friends order the sweet dessert because it is easier.||The teacher buys a large breakfast because it is easier. My friends rarely cook the whole chicken. My friends cook a healthy salad in the morning.||My sister orders the whole chicken on Thursday. He will share a healthy salad tomorrow. My brother eats warm soup.
2	Food · level 2	We cook the sweet dessert on Thursday. Do my friends prepare the sweet dessert? He will share a healthy salad tomorrow.||My parents cook warm soup every week. My father eats warm soup on Thursday. My sister enjoys the whole chicken because it is easier.||Do my friends prepare three yellow lemons? My friends cook a healthy salad in the morning. She shares the whole chicken.
2	Work · level 2	Please cancel the shared folder slowly. My sister will cancel the weekly meeting tomorrow. Do my friends discuss the weekly meeting?||My friends review a clear decision because it is easier. Please discuss the shared folder slowly. Do my parents share the office move?||I share a short break in the morning. We cancel the office move on Thursday. My mother finishes a clear decision because it is easier.
2	Food · level 2	My mother cooks warm soup on Thursday. My friends cook a healthy salad in the morning. He eats these ripe cherries every week.||Do my friends prepare three yellow lemons? My sister never eats the sweet dessert. I order a large breakfast because it is easier.||They eat the whole chicken every week. My father eats warm soup on Thursday. I prepare three yellow lemons in the morning.
2	Daily · level 2	My parents want a healthy breakfast in the morning. Do I remember a quiet evening? Please finish three thin slices of bread slowly.||My father needs the shopping list in the morning. She needs the morning news every week. Please finish these warm clothes slowly.||I want three thin slices of bread every week. I enjoy a quiet evening because it is easier. We want a healthy breakfast on Thursday.
2	Daily · level 2	We remember three thin slices of bread because it is easier. My friends rarely want a short walk. Do I remember a quiet evening?||The students want a short walk. My father needs the shopping list in the morning. Do we finish these warm clothes?||My parents want a healthy breakfast in the morning. They need the usual routine because it is easier. I want three thin slices of bread every week.
2	Work · level 2	Do I schedule the weekly meeting? My parents discuss these important messages because it is easier. Please schedule the weekly meeting slowly.||My friends discuss a clear decision in the morning. Do my friends discuss the whole project? They cancel a clear decision.||Please cancel the shared folder slowly. We never finish the office move. My brother cancels the office move because it is easier.
2	Work · level 2	Please review the weekly meeting slowly. My friends discuss a clear decision in the morning. Do my parents share a clear decision?||Do my friends share the weekly meeting? We cancel the office move on Thursday. I share a short break in the morning.||We never finish the office move. Please review the whole project slowly. My friends cancel the shared folder because it is easier.
